,GeneSymbol,Type,ClinicalSignificance,clinsig
493,BRCA1,Deletion,Pathogenic,Pathogenic
494,BRCA1,Deletion,Benign,Benign
495,BRCA1,Deletion,Benign,Benign
496,BRCA1,single nucleotide variant,Benign,Benign
497,BRCA1,single nucleotide variant,Benign,Benign
498,BRCA1,single nucleotide variant,Benign,Benign
499,BRCA1,single nucleotide variant,Benign,Benign
500,BRCA1,Insertion,Pathogenic,Pathogenic
501,BRCA1,Insertion,Pathogenic,Pathogenic
502,BRCA1,single nucleotide variant,Benign,Benign
503,BRCA1,single nucleotide variant,Benign,Benign
504,BRCA1,single nucleotide variant,Pathogenic,Pathogenic
505,BRCA1,single nucleotide variant,Pathogenic,Pathogenic
506,BRCA1,Deletion,Pathogenic,Pathogenic
507,BRCA1,Deletion,Pathogenic,Pathogenic
508,BRCA1,single nucleotide variant,Benign,Benign
509,BRCA1,single nucleotide variant,Benign,Benign
510,BRCA1,Deletion,Pathogenic,Pathogenic
511,BRCA1,Deletion,Pathogenic,Pathogenic
512,BRCA1,single nucleotide variant,Pathogenic,Pathogenic
513,BRCA1,single nucleotide variant,Pathogenic,Pathogenic
514,BRCA2,single nucleotide variant,Likely benign,Likely benign
515,BRCA2,single nucleotide variant,Likely benign,Likely benign
516,BRCA2,single nucleotide variant,Benign,Benign
517,BRCA2,single nucleotide variant,Benign,Benign
518,BRCA2,Deletion,Pathogenic,Pathogenic
519,BRCA2,Deletion,Pathogenic,Pathogenic
520,BRCA2,Duplication,Pathogenic,Pathogenic
521,BRCA2,Duplication,Pathogenic,Pathogenic
522,BRCA2,Deletion,Pathogenic,Pathogenic
523,BRCA2,Deletion,Pathogenic,Pathogenic
524,BRCA2,Insertion,Pathogenic,Pathogenic
525,BRCA2,Insertion,Pathogenic,Pathogenic
526,BRCA2,Deletion,Pathogenic,Pathogenic
527,BRCA2,Deletion,Pathogenic,Pathogenic
528,BRCA2,Deletion,Pathogenic,Pathogenic
529,BRCA2,Deletion,Pathogenic,Pathogenic
530,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
531,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
532,BRCA2,Deletion,Pathogenic,Pathogenic
533,BRCA2,Deletion,Pathogenic,Pathogenic
534,BRCA2,single nucleotide variant,Benign,Benign
535,BRCA2,single nucleotide variant,Benign,Benign
536,BRCA2,Deletion,Pathogenic,Pathogenic
537,BRCA2,Deletion,Pathogenic,Pathogenic
538,BRCA2,Microsatellite,Pathogenic,Pathogenic
539,BRCA2,Microsatellite,Pathogenic,Pathogenic
540,BRCA2,Microsatellite,Pathogenic,Pathogenic
541,BRCA2,Microsatellite,Pathogenic,Pathogenic
542,BRCA2,single nucleotide variant,Benign,Benign
543,BRCA2,single nucleotide variant,Benign,Benign
544,BRCA2,single nucleotide variant,Likely benign,Likely benign
545,BRCA2,single nucleotide variant,Likely benign,Likely benign
546,BRCA2,Duplication,Pathogenic,Pathogenic
547,BRCA2,Duplication,Pathogenic,Pathogenic
548,BRCA2,single nucleotide variant,Benign,Benign
549,BRCA2,single nucleotide variant,Benign,Benign
550,BRCA2,single nucleotide variant,Benign,Benign
551,BRCA2,single nucleotide variant,Benign,Benign
552,BRCA2,Deletion,Pathogenic,Pathogenic
553,BRCA2,Deletion,Pathogenic,Pathogenic
554,BRCA2,Deletion,Pathogenic,Pathogenic
555,BRCA2,Deletion,Pathogenic,Pathogenic
556,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
557,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
558,BRCA2,single nucleotide variant,Benign,Benign
559,BRCA2,single nucleotide variant,Benign,Benign
560,BRCA2,Duplication,Pathogenic,Pathogenic
561,BRCA2,Duplication,Pathogenic,Pathogenic
562,BRCA2,Deletion,Pathogenic,Pathogenic
563,BRCA2,Deletion,Pathogenic,Pathogenic
564,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
565,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
566,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
567,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
568,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
569,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
570,BRCA2,single nucleotide variant,Benign,Benign
571,BRCA2,single nucleotide variant,Benign,Benign
572,BRCA2,single nucleotide variant,Benign,Benign
573,BRCA2,single nucleotide variant,Benign,Benign
574,BRCA2,Deletion,Pathogenic,Pathogenic
575,BRCA2,Deletion,Pathogenic,Pathogenic
576,BRCA2,single nucleotide variant,Benign,Benign
577,BRCA2,single nucleotide variant,Benign,Benign
578,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
579,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
580,BRCA2,Deletion,Pathogenic,Pathogenic
581,BRCA2,Deletion,Pathogenic,Pathogenic
582,BRCA2,Deletion,Pathogenic,Pathogenic
583,BRCA2,Deletion,Pathogenic,Pathogenic
584,BRCA2,Duplication,Pathogenic,Pathogenic
585,BRCA2,Duplication,Pathogenic,Pathogenic
586,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
587,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
588,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
589,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
590,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
591,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
592,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
593,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
594,BRCA2,Duplication,Pathogenic,Pathogenic
595,BRCA2,Duplication,Pathogenic,Pathogenic
596,BRCA2,Duplication,Pathogenic,Pathogenic
597,BRCA2,Duplication,Pathogenic,Pathogenic
598,BRCA2,Deletion,Pathogenic,Pathogenic
599,BRCA2,Deletion,Pathogenic,Pathogenic
600,BRCA2,Deletion,Pathogenic,Pathogenic
601,BRCA2,Deletion,Pathogenic,Pathogenic
602,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
603,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
604,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
605,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
606,BRCA2,single nucleotide variant,Benign,Benign
607,BRCA2,single nucleotide variant,Benign,Benign
608,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
609,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
610,BRCA2,Insertion,Pathogenic,Pathogenic
611,BRCA2,Insertion,Pathogenic,Pathogenic
612,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
613,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
614,BRCA2,Microsatellite,Pathogenic,Pathogenic
615,BRCA2,Microsatellite,Pathogenic,Pathogenic
616,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
617,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
618,BRCA2,single nucleotide variant,Benign,Benign
619,BRCA2,single nucleotide variant,Benign,Benign
620,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
621,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
622,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
623,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
624,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
625,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
626,BRCA2,single nucleotide variant,Likely benign,Likely benign
627,BRCA2,single nucleotide variant,Likely benign,Likely benign
628,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
629,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
630,BRCA2,Deletion,Pathogenic,Pathogenic
631,BRCA2,Deletion,Pathogenic,Pathogenic
632,BRCA2,Deletion,Pathogenic,Pathogenic
633,BRCA2,Deletion,Pathogenic,Pathogenic
634,BRCA2,Deletion,Pathogenic,Pathogenic
635,BRCA2,Deletion,Pathogenic,Pathogenic
636,BRCA2,Duplication,Pathogenic,Pathogenic
637,BRCA2,Duplication,Pathogenic,Pathogenic
638,BRCA2,single nucleotide variant,Benign,Benign
639,BRCA2,single nucleotide variant,Benign,Benign
640,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
641,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
642,BRCA2,single nucleotide variant,Likely benign,Likely benign
643,BRCA2,single nucleotide variant,Likely benign,Likely benign
644,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
645,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
646,BRCA2,Deletion,Pathogenic,Pathogenic
647,BRCA2,Deletion,Pathogenic,Pathogenic
648,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
649,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
650,BRCA2,single nucleotide variant,Benign,Benign
651,BRCA2,single nucleotide variant,Benign,Benign
652,BRCA2,Deletion,Pathogenic,Pathogenic
653,BRCA2,Deletion,Pathogenic,Pathogenic
654,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
655,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
656,BRCA2,Deletion,Pathogenic,Pathogenic
657,BRCA2,Deletion,Pathogenic,Pathogenic
658,BRCA2,Deletion,Pathogenic,Pathogenic
659,BRCA2,Deletion,Pathogenic,Pathogenic
660,BRCA2,Microsatellite,Uncertain significance,Uncertain significance
661,BRCA2,Microsatellite,Uncertain significance,Uncertain significance
662,BRCA2,Deletion,Pathogenic,Pathogenic
663,BRCA2,Deletion,Pathogenic,Pathogenic
664,BRCA2,Duplication,Pathogenic,Pathogenic
665,BRCA2,Duplication,Pathogenic,Pathogenic
666,BRCA2,Deletion,Pathogenic,Pathogenic
667,BRCA2,Deletion,Pathogenic,Pathogenic
668,BRCA2,single nucleotide variant,Benign,Benign
669,BRCA2,single nucleotide variant,Benign,Benign
670,BRCA2,single nucleotide variant,Benign,Benign
671,BRCA2,single nucleotide variant,Benign,Benign
672,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
673,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
674,BRCA2,Deletion,Uncertain significance,Uncertain significance
675,BRCA2,Deletion,Uncertain significance,Uncertain significance
676,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
677,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
678,BRCA2,Insertion,Pathogenic,Pathogenic
679,BRCA2,Insertion,Pathogenic,Pathogenic
680,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
681,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
682,BRCA2,Deletion,Pathogenic,Pathogenic
683,BRCA2,Deletion,Pathogenic,Pathogenic
684,BRCA2,Deletion,Pathogenic,Pathogenic
685,BRCA2,Deletion,Pathogenic,Pathogenic
686,BRCA2,Deletion,Pathogenic,Pathogenic
687,BRCA2,Deletion,Pathogenic,Pathogenic
688,BRCA2,Deletion,Pathogenic,Pathogenic
689,BRCA2,Deletion,Pathogenic,Pathogenic
690,BRCA2,Microsatellite,Pathogenic,Pathogenic
691,BRCA2,Microsatellite,Pathogenic,Pathogenic
692,BRCA2,single nucleotide variant,Benign,Benign
693,BRCA2,single nucleotide variant,Benign,Benign
694,BRCA2,Deletion,Pathogenic,Pathogenic
695,BRCA2,Deletion,Pathogenic,Pathogenic
696,BRCA2,Insertion,Pathogenic,Pathogenic
697,BRCA2,Insertion,Pathogenic,Pathogenic
698,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
699,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
700,BRCA2,Microsatellite,Benign,Benign
701,BRCA2,Microsatellite,Benign,Benign
702,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
703,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
704,BRCA2,Indel,Pathogenic,Pathogenic
705,BRCA2,Indel,Pathogenic,Pathogenic
706,BRCA2,single nucleotide variant,Benign,Benign
707,BRCA2,single nucleotide variant,Benign,Benign
708,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
709,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
710,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
711,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
712,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
713,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
714,BRCA2,Duplication,Pathogenic,Pathogenic
715,BRCA2,Duplication,Pathogenic,Pathogenic
716,BRCA2,Duplication,Pathogenic,Pathogenic
717,BRCA2,Duplication,Pathogenic,Pathogenic
718,BRCA2,Deletion,Pathogenic,Pathogenic
719,BRCA2,Deletion,Pathogenic,Pathogenic
720,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
721,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
722,BRCA2,Deletion,Pathogenic,Pathogenic
723,BRCA2,Deletion,Pathogenic,Pathogenic
724,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
725,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
726,BRCA2,Deletion,Pathogenic,Pathogenic
727,BRCA2,Deletion,Pathogenic,Pathogenic
728,BRCA2,Microsatellite,Pathogenic,Pathogenic
729,BRCA2,Microsatellite,Pathogenic,Pathogenic
730,BRCA2,Deletion,Pathogenic,Pathogenic
731,BRCA2,Deletion,Pathogenic,Pathogenic
732,BRCA2,Duplication,Pathogenic,Pathogenic
733,BRCA2,Duplication,Pathogenic,Pathogenic
734,BRCA2,Deletion,Pathogenic,Pathogenic
735,BRCA2,Deletion,Pathogenic,Pathogenic
736,BRCA2,single nucleotide variant,Benign,Benign
737,BRCA2,single nucleotide variant,Benign,Benign
738,BRCA2,Duplication,Pathogenic,Pathogenic
739,BRCA2,Duplication,Pathogenic,Pathogenic
740,BRCA2,Deletion,Pathogenic,Pathogenic
741,BRCA2,Deletion,Pathogenic,Pathogenic
742,BRCA2,Deletion,Pathogenic,Pathogenic
743,BRCA2,Deletion,Pathogenic,Pathogenic
744,BRCA2,Deletion,Uncertain significance,Uncertain significance
745,BRCA2,Deletion,Uncertain significance,Uncertain significance
746,BRCA2,Microsatellite,Pathogenic,Pathogenic
747,BRCA2,Microsatellite,Pathogenic,Pathogenic
748,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
749,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
750,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
751,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
752,BRCA2,Deletion,Pathogenic,Pathogenic
753,BRCA2,Deletion,Pathogenic,Pathogenic
754,BRCA2,Deletion,Pathogenic,Pathogenic
755,BRCA2,Deletion,Pathogenic,Pathogenic
756,BRCA2,Deletion,Pathogenic,Pathogenic
757,BRCA2,Deletion,Pathogenic,Pathogenic
758,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
759,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
760,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
761,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
762,BRCA2,Deletion,Pathogenic,Pathogenic
763,BRCA2,Deletion,Pathogenic,Pathogenic
764,BRCA2,Microsatellite,Pathogenic,Pathogenic
765,BRCA2,Microsatellite,Pathogenic,Pathogenic
766,BRCA2,single nucleotide variant,Benign,Benign
767,BRCA2,single nucleotide variant,Benign,Benign
768,BRCA2,Duplication,Pathogenic,Pathogenic
769,BRCA2,Duplication,Pathogenic,Pathogenic
770,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
771,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
772,BRCA2,Deletion,Pathogenic,Pathogenic
773,BRCA2,Deletion,Pathogenic,Pathogenic
774,BRCA2,single nucleotide variant,Benign,Benign
775,BRCA2,single nucleotide variant,Benign,Benign
776,BRCA2,Deletion,Pathogenic,Pathogenic
777,BRCA2,Deletion,Pathogenic,Pathogenic
778,BRCA2,Deletion,Uncertain significance,Uncertain significance
779,BRCA2,Deletion,Uncertain significance,Uncertain significance
780,BRCA2,Duplication,Pathogenic,Pathogenic
781,BRCA2,Duplication,Pathogenic,Pathogenic
782,BRCA2,Deletion,Pathogenic,Pathogenic
783,BRCA2,Deletion,Pathogenic,Pathogenic
784,BRCA2,Microsatellite,Pathogenic,Pathogenic
785,BRCA2,Microsatellite,Pathogenic,Pathogenic
786,BRCA2,Deletion,Pathogenic,Pathogenic
787,BRCA2,Deletion,Pathogenic,Pathogenic
788,BRCA2,single nucleotide variant,Benign,Benign
789,BRCA2,single nucleotide variant,Benign,Benign
790,BRCA2,Deletion,Pathogenic,Pathogenic
791,BRCA2,Deletion,Pathogenic,Pathogenic
792,BRCA2,Duplication,Pathogenic,Pathogenic
793,BRCA2,Duplication,Pathogenic,Pathogenic
794,BRCA2,Deletion,Pathogenic,Pathogenic
795,BRCA2,Deletion,Pathogenic,Pathogenic
796,BRCA2,Deletion,Pathogenic,Pathogenic
797,BRCA2,Deletion,Pathogenic,Pathogenic
798,BRCA2,Deletion,Pathogenic,Pathogenic
799,BRCA2,Deletion,Pathogenic,Pathogenic
800,BRCA2,Duplication,Pathogenic,Pathogenic
801,BRCA2,Duplication,Pathogenic,Pathogenic
802,BRCA2,Deletion,Pathogenic,Pathogenic
803,BRCA2,Deletion,Pathogenic,Pathogenic
804,BRCA2,single nucleotide variant,Benign,Benign
805,BRCA2,single nucleotide variant,Benign,Benign
806,BRCA2,Deletion,Pathogenic,Pathogenic
807,BRCA2,Deletion,Pathogenic,Pathogenic
808,BRCA2,Deletion,Pathogenic,Pathogenic
809,BRCA2,Deletion,Pathogenic,Pathogenic
810,BRCA2,Microsatellite,Pathogenic,Pathogenic
811,BRCA2,Microsatellite,Pathogenic,Pathogenic
812,BRCA2,Microsatellite,Pathogenic,Pathogenic
813,BRCA2,Microsatellite,Pathogenic,Pathogenic
814,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
815,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
816,BRCA2,Deletion,Pathogenic,Pathogenic
817,BRCA2,Deletion,Pathogenic,Pathogenic
818,BRCA2,Deletion,Pathogenic,Pathogenic
819,BRCA2,Deletion,Pathogenic,Pathogenic
820,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
821,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
822,BRCA2,single nucleotide variant,Benign,Benign
823,BRCA2,single nucleotide variant,Benign,Benign
824,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
825,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
826,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
827,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
828,BRCA2,Duplication,Pathogenic,Pathogenic
829,BRCA2,Duplication,Pathogenic,Pathogenic
830,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
831,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
832,BRCA2,single nucleotide variant,Benign,Benign
833,BRCA2,single nucleotide variant,Benign,Benign
834,BRCA2,Microsatellite,Pathogenic,Pathogenic
835,BRCA2,Microsatellite,Pathogenic,Pathogenic
836,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
837,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
838,BRCA2,single nucleotide variant,Benign,Benign
839,BRCA2,single nucleotide variant,Benign,Benign
840,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
841,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
842,BRCA2,single nucleotide variant,Benign,Benign
843,BRCA2,single nucleotide variant,Benign,Benign
844,BRCA2,Deletion,Pathogenic,Pathogenic
845,BRCA2,Deletion,Pathogenic,Pathogenic
846,BRCA2,Deletion,Pathogenic,Pathogenic
847,BRCA2,Deletion,Pathogenic,Pathogenic
848,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
849,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
850,BRCA2,Deletion,Pathogenic,Pathogenic
851,BRCA2,Deletion,Pathogenic,Pathogenic
852,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
853,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
854,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
855,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
856,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
857,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
858,BRCA2,Deletion,Pathogenic,Pathogenic
859,BRCA2,Deletion,Pathogenic,Pathogenic
860,BRCA2,Duplication,Pathogenic,Pathogenic
861,BRCA2,Duplication,Pathogenic,Pathogenic
862,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
863,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
864,BRCA2,single nucleotide variant,Benign,Benign
865,BRCA2,single nucleotide variant,Benign,Benign
866,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
867,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
868,BRCA2,single nucleotide variant,Benign,Benign
869,BRCA2,single nucleotide variant,Benign,Benign
870,BRCA2,Indel,Pathogenic,Pathogenic
871,BRCA2,Indel,Pathogenic,Pathogenic
872,BRCA2,single nucleotide variant,Benign,Benign
873,BRCA2,single nucleotide variant,Benign,Benign
874,BRCA2,single nucleotide variant,Benign,Benign
875,BRCA2,single nucleotide variant,Benign,Benign
876,BRCA2,Deletion,Pathogenic,Pathogenic
877,BRCA2,Deletion,Pathogenic,Pathogenic
878,BRCA2,single nucleotide variant,Benign,Benign
879,BRCA2,single nucleotide variant,Benign,Benign
880,BRCA2,Duplication,Pathogenic,Pathogenic
881,BRCA2,Duplication,Pathogenic,Pathogenic
882,BRCA2,Deletion,Pathogenic,Pathogenic
883,BRCA2,Deletion,Pathogenic,Pathogenic
884,BRCA2,Deletion,Pathogenic,Pathogenic
885,BRCA2,Deletion,Pathogenic,Pathogenic
886,BRCA2,Duplication,Pathogenic,Pathogenic
887,BRCA2,Duplication,Pathogenic,Pathogenic
888,BRCA2,Microsatellite,Pathogenic,Pathogenic
889,BRCA2,Microsatellite,Pathogenic,Pathogenic
890,BRCA2,Microsatellite,Pathogenic,Pathogenic
891,BRCA2,Microsatellite,Pathogenic,Pathogenic
892,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
893,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
894,BRCA2,Insertion,Pathogenic,Pathogenic
895,BRCA2,Insertion,Pathogenic,Pathogenic
896,BRCA2,Duplication,Pathogenic,Pathogenic
897,BRCA2,Duplication,Pathogenic,Pathogenic
